Gene.symbol,Gene.ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
TNFAIP2,7127,0.100026034,3.473285007,21.50365711,4.25E-07,4.33E-05,7.30696743
SOCS1,8651,0.099783542,3.097438585,12.42438271,1.22E-05,5.63E-04,3.572181196
FERMT2,10979,0.09969943,2.991780722,9.415735502,6.38E-05,0.001661368,1.696869973
TP53BP2,7159,0.099502166,3.430478072,23.62447849,2.37E-07,2.79E-05,7.935967786
DUSP10,11221,0.098931735,3.396546608,16.54369057,2.13E-06,1.51E-04,5.528588399
NXF1,10482,0.098800011,3.368573935,13.1918287,8.49E-06,4.39E-04,3.981228435
CDKN2AIP,55602,0.098484869,3.292094045,14.84865583,4.13E-06,2.52E-04,4.78996294
MAFF,23764,0.097708576,3.293569917,22.59467677,3.13E-07,3.41E-05,7.638716665
UPP1,7378,0.097473038,3.25111004,16.24073955,2.39E-06,1.63E-04,5.402405878
NFKB2,4791,0.09738992,3.339805583,21.58783775,4.15E-07,4.25E-05,7.33321609
IFNL2,282616,0.097068421,2.892541184,4.09741621,0.005840357,0.01820702,-3.400517747
ZNF267,10308,0.096772672,3.524378859,22.40978406,3.29E-07,3.51E-05,7.583754734
EIF1B,10289,0.096539079,3.307868466,13.99677558,5.92E-06,3.33E-04,4.385989155
GATA6,2627,0.096417283,2.953699861,10.71752053,2.96E-05,0.001022463,2.568120593
HIST2H4A,8370,0.095368026,3.155759722,6.566579847,5.05E-04,0.004659514,-0.650211687
HIST2H4B,554313,0.095368026,3.155759722,6.566579847,5.05E-04,0.004659514,-0.650211687
GJB2,2706,0.095171137,3.229244328,13.20721099,8.43E-06,4.39E-04,3.989188175
ARC,23237,0.095041959,3.018369135,12.17355233,1.38E-05,6.15E-04,3.433176015
ELOVL7,79993,0.094748729,3.558668335,22.70293634,3.04E-07,3.34E-05,7.67066764
GBP5,115362,0.09445931,3.461009527,7.840942019,1.85E-04,0.002921337,0.487132816
GPR84,53831,0.093966489,3.108737674,9.424646467,6.35E-05,0.001658825,1.703195361
TIPARP,25976,0.093476967,3.574060275,18.81752072,9.67E-07,8.06E-05,6.40546171
WTAP,9589,0.092958371,3.526059932,13.58966782,7.09E-06,3.82E-04,4.184227967
NEDD4L,23327,0.092661821,3.301493875,14.79078957,4.23E-06,2.55E-04,4.763264315
BANP,54971,0.092308256,3.027842407,6.45574698,5.55E-04,0.004894026,-0.757073111
CLK1,1195,0.092122703,3.250094484,15.72986668,2.91E-06,1.91E-04,5.184065736
ERN1,2081,0.091994841,3.248219489,11.33425288,2.12E-05,8.29E-04,2.947294692
ISG15,9636,0.09196914,3.087182418,6.903796838,3.82E-04,0.004074584,-0.333329974
PALM2-AKAP2///PALM2///AKAP2,445815///114299///11217,0.091623159,2.962860998,9.063662347,7.99E-05,0.001882987,1.442593079
CHMP1B,57132,0.091614391,3.382118894,17.512744,1.50E-06,1.14E-04,5.916771715
CREBRF,153222,0.091032055,3.263495272,14.22234674,5.37E-06,3.09E-04,4.495294548
PGAP1,80055,0.090682925,2.805596751,6.247179055,6.65E-04,0.005353943,-0.961946643
Mar-03,115123,0.090319876,3.417694056,19.71759794,7.25E-07,6.52E-05,6.722142692
PDXDC2P,283970,0.08999172,3.180674133,5.741633825,0.001051628,0.006696396,-1.479997427
TNFSF10,8743,0.089798121,3.512961007,7.952044993,1.71E-04,0.002838058,0.578999055
GNG4,2786,0.089772391,2.867256277,14.12733734,5.60E-06,3.20E-04,4.44946698
CRYBB1,1414,0.089404644,2.840807663,6.011455189,8.20E-04,0.005915456,-1.19962721
CYTH3,9265,0.088528015,3.107191708,8.351222622,1.29E-04,0.002381445,0.900391975
DUSP16,80824,0.088517263,3.12977909,16.31839837,2.32E-06,1.60E-04,5.434980373
CYB5D1,124637,0.088070943,3.02180528,13.12983217,8.73E-06,4.49E-04,3.949055385
SVIL,6840,0.087923228,3.051709309,13.00702324,9.24E-06,4.67E-04,3.884883576
N4BP2L1,90634,0.087735545,3.192886042,11.60669612,1.84E-05,7.57E-04,3.108658288
SAV1,60485,0.087672261,3.402555074,15.93122047,2.69E-06,1.82E-04,5.270973581
IFIH1,64135,0.087554863,3.45072035,11.22132522,2.25E-05,8.62E-04,2.879334582
GBP2,2634,0.087135822,3.417162462,14.39413298,4.99E-06,2.91E-04,4.577387362
SRSF6,6431,0.087027499,3.324566146,10.54120691,3.27E-05,0.001079991,2.455983473
EREG,2069,0.086889033,3.589325256,15.67184215,2.97E-06,1.92E-04,5.158811136
EBF1///PDGFRB,1879///5159,0.086714293,2.983306862,13.13155748,8.72E-06,4.49E-04,3.949952741
RNU4ATAC,100151683,0.086216816,3.27098893,9.033374788,8.14E-05,0.001901517,1.420312487
ATF7IP2,80063,0.086199377,2.91916293,6.037024023,8.02E-04,0.005844848,-1.173524076
ELMSAN1,91748,0.086177506,3.096450688,11.79043234,1.67E-05,7.17E-04,3.215468761
ISG20,3669,0.085474901,2.973663068,11.64388289,1.80E-05,7.52E-04,3.130404833
RNVU1-1,101954273,0.085448567,3.183015633,9.756585481,5.18E-05,0.001465799,1.935084487
RNVU1-1,101954273,0.085448567,3.183015633,9.756585481,5.18E-05,0.001465799,1.935084487
RSRC2,65117,0.085277873,3.304774963,17.4694219,1.53E-06,1.15E-04,5.899898464
PNRC2,55629,0.084912581,3.633782637,22.11514442,3.57E-07,3.73E-05,7.495125341
PNRC2,55629,0.084912581,3.633782637,22.11514442,3.57E-07,3.73E-05,7.495125341
DENND5A,23258,0.084522425,3.45489653,21.00584945,4.91E-07,4.83E-05,7.149414795
SECTM1,6398,0.084377447,3.11641612,5.525102972,0.001291432,0.007418121,-1.711659262
ANGPTL4,51129,0.084220829,2.789677189,9.289197178,6.91E-05,0.00174815,1.606466995
ASTL,431705,0.083979377,2.871702203,7.084166193,3.30E-04,0.003786397,-0.168751868
RIN2,54453,0.083965101,3.313943287,19.30165165,8.27E-07,7.20E-05,6.577752402
IRF4,3662,0.083943875,3.113348497,8.224852919,1.41E-04,0.002520284,0.800081534
SLC35B2,347734,0.083846634,3.100958467,10.66872522,3.04E-05,0.001034779,2.537258329
ARAP2,116984,0.083811741,3.361876001,11.47644638,1.97E-05,7.85E-04,3.031965276
EFCC1,79825,0.083662885,3.018636234,6.754657992,4.31E-04,0.004356073,-0.471969935
ICAM1,3383,0.083366673,3.710094836,18.41821759,1.10E-06,8.92E-05,6.259788841
TSC22D2,9819,0.083365751,3.347630736,18.8506838,9.57E-07,8.05E-05,6.417412915
AEN,64782,0.083217971,3.002735245,12.8655575,9.88E-06,4.87E-04,3.810227188
PRB2///PRB4///PRB3///PRB1,653247///5545///5544///5542,0.083215149,2.857534242,5.089211062,0.001987661,0.009368807,-2.196845744
HSPA2,3306,0.082903079,2.905689869,10.23864098,3.89E-05,0.00121966,2.2594524
IFRD1,3475,0.082707792,3.134607272,9.364190982,6.59E-05,0.001688601,1.660176327
ADGRA1,84435,0.082298017,2.817575464,7.075361006,3.32E-04,0.003799849,-0.176709008
NFAT5,10725,0.082154658,3.43276636,15.70513994,2.93E-06,1.91E-04,5.173315265
PARP6,56965,0.082142757,3.413047826,14.85568151,4.12E-06,2.52E-04,4.793197373
HELB,92797,0.082122011,3.001467006,10.61302895,3.14E-05,0.001054131,2.50187103
OBP2B,29989,0.08194589,2.812989677,3.311723757,0.015220238,0.034745128,-4.453590525
ENHO,375704,0.081848298,2.816645969,5.81679107,9.81E-04,0.006467112,-1.400989816
STARD5,80765,0.081840749,3.186337002,10.78948392,2.85E-05,0.001005122,2.613399116
PELI2,57161,0.081618933,2.904923157,7.897907962,1.78E-04,0.002881856,0.534370273
PLAT,5327,0.081581077,3.14616481,7.24055277,2.92E-04,0.003578352,-0.02872063
BBC3,27113,0.081416048,2.988216525,7.157663581,3.11E-04,0.003703126,-0.102637519
EIF2AK3,9451,0.081355318,3.299084842,14.12197738,5.61E-06,3.20E-04,4.446872501
SLC25A37,51312,0.081303859,3.004163164,7.984049151,1.67E-04,0.00278971,0.60526275
LY6G6E,79136,0.081030259,2.842464829,6.653282817,4.69E-04,0.00450132,-0.567564585
LY6G6E,79136,0.081030259,2.842464829,6.653282817,4.69E-04,0.00450132,-0.567564585
LY6G6E,79136,0.081030259,2.842464829,6.653282817,4.69E-04,0.00450132,-0.567564585
NR1D2,9975,0.080536734,3.118415909,7.509854105,2.37E-04,0.003225432,0.206822612
PHLPP1,23239,0.080217406,3.142780677,10.65021249,3.08E-05,0.001039992,2.525515068
CPEB4,80315,0.079889046,3.38668808,18.11996327,1.22E-06,9.65E-05,6.148792063
ZC3HAV1,56829,0.079813794,3.486948757,13.80780899,6.43E-06,3.55E-04,4.293068928
CD274,29126,0.079683685,3.598118228,12.76773195,1.03E-05,5.05E-04,3.758133015
IER5,51278,0.079624376,3.212700818,12.13200905,1.41E-05,6.17E-04,3.409888355
HIST1H4D,8360,0.079293465,2.919652493,5.16051261,0.001849191,0.008980485,-2.115713408
DBF4,10926,0.079213379,2.790663025,5.64853371,0.001147939,0.006997932,-1.578862345
NEURL3,93082,0.079185,3.002494423,13.66182533,6.86E-06,3.71E-04,4.220420241
C4orf32,132720,0.079099432,3.116340546,18.51270821,1.07E-06,8.77E-05,6.294559729
PPP1R15B,84919,0.078763153,3.590039375,18.48899278,1.08E-06,8.80E-05,6.285850485
NFKB1,4790,0.078608291,3.586402906,17.78963502,1.37E-06,1.06E-04,6.023598993
TLR7,51284,0.078546793,2.771850043,7.896015297,1.78E-04,0.002881856,0.532805403
GTF2B,2959,0.078506667,3.404413623,15.23908341,3.53E-06,2.20E-04,4.96741114
PTK2B,2185,0.078281206,3.208114267,14.71611649,4.36E-06,2.58E-04,4.728656018
GLIS3,169792,0.078133425,3.010172894,8.241422051,1.39E-04,0.002509831,0.813308299
PIK3R3,8503,0.078096403,2.865656873,5.537417244,0.001276239,0.007375531,-1.698321432
GTPBP4,23560,0.077870049,3.174350782,12.52223533,1.16E-05,5.48E-04,3.625677582
RALGDS,5900,0.07761086,3.131271078,14.76951212,4.27E-06,2.55E-04,4.75342086
IFIT3,3437,0.077527236,3.295637285,5.8147497,9.82E-04,0.006467112,-1.403126366
CASZ1,54897,0.077159752,2.830981934,12.35569941,1.26E-05,5.71E-04,3.534388604
FOXA2,3170,0.077042153,2.83807947,6.952922341,3.67E-04,0.00398636,-0.288173684
CATIP,375307,0.076746583,2.899669745,4.736789862,0.002868921,0.011536755,-2.608326104
HHIPL1,84439,0.076685456,2.846935848,5.21511956,0.001750491,0.008709973,-2.054051038
MROH6,642475,0.07666472,3.10024878,4.120095582,0.005689041,0.017888507,-3.371399467
RASGEF1B,153020,0.076357292,3.603012971,16.61080138,2.08E-06,0.000148269,5.556219603
CRB2,286204,0.076328235,2.908724713,5.694015645,0.001099692,0.006844936,-1.530425685
BCORL1,63035,0.076269812,2.922167843,14.60061179,4.58E-06,2.68E-04,4.674775656
PLA2G2F,64600,0.075993989,2.833473492,6.339277887,6.13E-04,0.005146923,-0.87086269
BATF3,55509,0.075967862,3.03393668,13.52324617,7.30E-06,3.90E-04,4.150745055
PRICKLE1,144165,0.075563442,2.835483615,4.060703436,0.006094887,0.018682468,-3.447811613
CCDC85C,317762,0.075533435,2.866241241,6.261147555,6.57E-04,0.005321803,-0.948068649
ZNF335,63925,0.075517749,3.093275019,16.47630153,2.19E-06,1.53E-04,5.500726424
NAT14,57106,0.075466737,2.936535704,7.740895734,1.99E-04,0.003022783,0.403476997
KIAA1549///BRAF///BRAF,57670///673///673,0.075306829,3.286542906,18.81464875,9.68E-07,8.06E-05,6.404425666
RUNX2,860,0.07528809,3.164018238,8.803285296,9.47E-05,0.002035751,1.24887622
PKIG,11142,0.075239004,2.86177702,5.751861854,0.001041618,0.006667826,-1.469203441
RAP2C,57826,0.075136777,3.340065532,15.49638829,3.18E-06,2.03E-04,5.081864904
FOXO3B///FOXO3,2310///2309,0.074918242,3.505822902,15.68582726,2.96E-06,1.92E-04,5.164906699
PROK2,60675,0.074848986,2.905336134,8.756793957,9.77E-05,0.002071049,1.213761324
BAZ1A,11177,0.074612884,3.542368516,16.71556779,2.00E-06,1.44E-04,5.599125666
MAP1LC3C,440738,0.074549944,2.801760387,4.816317304,0.002636978,0.010995912,-2.513932326
PRB2///PRB4///PRB3///PRB1,653247///5545///5544///5542,0.074500901,2.84370884,5.16919398,0.001833087,0.008941021,-2.105882999
CXCL11,6373,0.07442794,3.057994228,5.606989433,0.001194115,0.00713923,-1.623338261
RGS1,5996,0.074344134,3.362930425,10.27113393,3.82E-05,0.001214544,2.280812055
RNU12,267010,0.074335922,2.870631134,4.590245499,0.003358897,0.012775711,-2.784646728
HERC5,51191,0.074093134,3.245021339,5.815846153,9.81E-04,0.006467112,-1.401978725
LINC00176,284739,0.074018916,2.999767934,5.362006087,0.001513254,0.008077685,-1.890201989
SERPINE1,5054,0.073692582,3.467135008,9.604982885,5.68E-05,0.001559855,1.830069786
ABL2,27,0.073567277,3.444104815,17.8043017,1.36E-06,1.06E-04,6.029209041
SESN3,143686,0.073412541,3.146807874,9.06189754,7.99E-05,0.001882987,1.441296625
TRIM67,440730,0.073369043,2.824795012,6.492304921,5.38E-04,0.004812442,-0.721673266
PLAC9,219348,0.07335099,2.808476173,5.495700994,0.001328542,0.007525871,-1.743585606
ANKRD33B,651746,0.073127083,3.000713983,8.198752706,1.43E-04,0.002542655,0.779200355
IFIT5,24138,0.072539247,3.305644788,8.914359617,8.80E-05,0.001957406,1.332119901
PML,5371,0.072323572,3.210631715,6.750248756,4.33E-04,0.004362923,-0.476104717
HAPLN3,145864,0.07232248,3.011071261,9.484532174,6.12E-05,0.001613775,1.745566752
DDHD1,80821,0.072189207,3.425279889,14.68530242,4.42E-06,2.61E-04,4.714323469
XBP1,7494,0.071673426,3.514590367,10.45966707,3.42E-05,0.001122303,2.403535802
PCF11,51585,0.071584079,3.38931746,14.72717141,4.34E-06,2.58E-04,4.733790661
HMCN2,256158,0.071503967,2.82264484,7.159552232,3.11E-04,0.003702844,-0.100945717
EPC1///ASXL2,80314///55252,0.071457018,3.305359566,15.03801522,3.82E-06,2.35E-04,4.876605499
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,101954269///26871///26870///26869///26864///26863///6060,0.071289327,3.570958252,8.708334194,1.01E-04,0.002104461,1.176986576
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,101954269///26871///26870///26869///26864///26863///6060,0.071289327,3.570958252,8.708334194,1.01E-04,0.002104461,1.176986576
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,101954269///26871///26870///26869///26864///26863///6060,0.071289327,3.570958252,8.708334194,1.01E-04,0.002104461,1.176986576
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,101954269///26871///26870///26869///26864///26863///6060,0.071289327,3.570958252,8.708334194,1.01E-04,0.002104461,1.176986576
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,101954269///26871///26870///26869///26864///26863///6060,0.071289327,3.570958252,8.708334194,1.01E-04,0.002104461,1.176986576
FOXO3,2309,0.071099152,2.893150891,4.309288263,0.004584001,0.015610858,-3.131408992
FAM30A,9834,0.071034789,2.820232685,7.508693827,2.37E-04,0.003225432,0.205822582
ZSWIM6,57688,0.070934466,3.535256021,14.30296922,5.19E-06,3.01E-04,4.533944482
TRIB3,57761,0.070737019,2.863610129,6.721387823,4.43E-04,0.004410185,-0.503220723
FOSL2,2355,0.070679419,3.413714545,15.81309107,2.81E-06,1.87E-04,5.220123419
CSRP2,1466,0.070654578,3.238553808,6.134072476,7.35E-04,0.005636205,-1.075165327
DNAJA4,55466,0.070524094,3.149862833,9.043521426,8.09E-05,0.001897139,1.427784027
KRT17P5,339240,0.070442511,2.851260672,4.44938988,0.003919912,0.014115545,-2.957055463
ARHGAP32,9743,0.070352708,2.931694236,5.729138875,0.001064005,0.006727762,-1.493201796
ADGRE2,30817,0.070272408,3.564726321,18.11506229,1.22E-06,9.65E-05,6.146952147
TOPAZ1,375337,0.070217643,2.958585868,5.010543726,0.002154183,0.009772876,-2.287178554
ADNP2,22850,0.07013307,3.001621941,11.02342394,2.50E-05,9.21E-04,2.758673234
RTP4,64108,0.070028285,3.148867559,4.868748462,0.002495615,0.010598325,-2.452194005
FLT1,2321,0.069883115,3.301203842,12.72696799,1.05E-05,5.12E-04,3.736310907
MUC21,394263,0.069605198,2.917795982,4.990893996,0.002198196,0.009879247,-2.3098771
LCN6,158062,0.069566235,2.924988758,3.923652573,0.007159967,0.020740958,-3.626078166
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,101954269///26871///26870///26869///26864///26863///6060,0.069514358,3.570722853,7.892353401,1.78E-04,0.002883106,0.529776829
RNVU1-17///RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,101954269///26871///26870///26869///26864///26863///6060,0.069514358,3.570722853,7.892353401,1.78E-04,0.002883106,0.529776829
DDX58,23586,0.069485767,3.469105838,8.800511741,9.49E-05,0.002035751,1.246785892
TWIST1,7291,0.069432172,2.983845667,5.641231124,0.001155907,0.007026125,-1.586664111
HELZ2,85441,0.069210612,3.139007216,7.062973282,3.36E-04,0.003811674,-0.187916925
KDM6A,7403,0.069179242,3.355618129,12.71390881,1.06E-05,5.13E-04,3.729305624
NR5A1,2516,0.069077467,2.788160025,5.149574738,0.001869707,0.009040434,-2.128113755
MCCD1,401250,0.069068566,2.924624599,6.252414698,6.62E-04,0.005342163,-0.956742253
MCCD1,401250,0.069068566,2.924624599,6.252414698,6.62E-04,0.005342163,-0.956742253
NAF1,92345,0.06896751,3.317903659,10.83535378,2.77E-05,9.92E-04,2.642113627
BRPF3,27154,0.068949648,3.016969218,8.372962119,1.27E-04,0.002360192,0.917517756
DEFB124,245937,0.068927462,2.895535467,3.142666741,0.018932852,0.040606971,-4.690419709
PPRC1,23082,0.068808808,3.118882355,15.52604592,3.15E-06,2.02E-04,5.094933294
SLC1A2,6506,0.068791324,3.307474722,12.20351157,1.36E-05,6.08E-04,3.449922828
NGFR,4804,0.068709316,2.942773257,7.186403035,3.04E-04,0.003669124,-0.076931889
HIST1H4A,8359,0.068644717,2.767708438,16.34720209,2.30E-06,1.59E-04,5.447021899
BCL2,596,0.068643836,3.139226971,13.74062561,6.63E-06,3.61E-04,4.259729766
AP1S3,130340,0.068429904,2.988347493,7.896113702,1.78E-04,0.002881856,0.532886772
SLC22A11,55867,0.068411677,2.807105628,6.998346401,3.54E-04,0.003912399,-0.246641848
IL6ST,3572,0.068304348,3.451959033,12.98591427,9.33E-06,4.69E-04,3.873793958
ATF3,467,0.068226497,3.274184557,11.38647631,2.06E-05,8.10E-04,2.978507516
LRRC4B,94030,0.0681907,2.968965975,5.523032593,0.001294006,0.007422765,-1.713903681
MEF2C,4208,0.068139984,2.896944331,4.308279615,0.004589217,0.015622293,-3.132674622
CGB2///CGB1///CGB8///CGB7///CGB5///LHB///CGB3///CGB7,114336///114335///94115///94027///93659///3972///1082///94027,0.068046547,2.893834287,5.780810298,0.001013867,0.006581525,-1.438724967
GDF10///GDF10,2662///2662,0.067975274,2.850088147,6.508396508,5.30E-04,0.004771481,-0.706138979
CD40,958,0.067965159,3.361155232,13.57656369,7.13E-06,3.83E-04,4.177634995
PLEKHA6,22874,0.067922197,2.841077317,6.435075603,5.65E-04,0.004942714,-0.777156327
VPREB3,29802,0.067871219,2.802969068,5.497674735,0.001326014,0.007520183,-1.741438847
FKBP1A-SDCBP2///SDCBP2,100528031///27111,0.067833816,2.940810221,7.769250231,1.95E-04,0.002999711,0.427276854
TGIF1,7050,0.0677559,2.9704735,5.552564388,0.001257828,0.007309673,-1.681942485
IGDCC3,9543,0.06773178,2.812480389,6.075258591,7.75E-04,0.005763099,-1.134638141
RRN3,54700,0.067710776,3.347940148,10.26531135,3.83E-05,0.001214544,2.276989066
POLR3G,10622,0.06766232,2.821178996,3.581552154,0.010838027,0.027241702,-4.08259308
HIST1H3H,8357,0.067642205,2.865121795,8.246413606,1.38E-04,0.002507646,0.817288515
SLC25A25,114789,0.067600529,3.049915874,8.095706168,1.54E-04,0.002639669,0.696205143
LAMP3,27074,0.06748796,3.414246556,11.605621,1.84E-05,7.57E-04,3.10802858
CEP135,9662,0.067103767,3.086344226,8.420015671,1.23E-04,0.002316019,0.954455329
PALD1,27143,0.067082087,2.809153247,3.868452542,0.007646004,0.02166733,-3.698637114
TYW1B,441250,0.06700618,3.053768092,7.552357547,2.30E-04,0.003195394,0.243369159
SMAD7,4092,0.066923827,3.120891289,10.52550434,3.30E-05,0.001085363,2.445912522
PFKFB3,5209,0.066843041,3.558223149,16.30709039,2.33E-06,1.60E-04,5.430247063
XAGE3,170626,0.066823399,2.906478943,4.281937226,0.004727817,0.015897756,-3.165781037
TET2,54790,0.066796195,3.278216073,8.764320341,9.72E-05,0.002067803,1.219456997
FAM46B,115572,0.066732064,2.818385916,4.405474631,0.004115724,0.014558553,-3.011398886
RNU5E-1,26829,0.066620412,3.277820751,6.165299412,7.15E-04,0.005561089,-1.04375632
VGF,7425,0.066296427,2.904304512,6.864737398,3.94E-04,0.004130309,-0.369413032
THAP3,90326,0.06627107,2.848480046,8.842238348,9.23E-05,0.002012696,1.278173191
HBP1,26959,0.066247817,3.366038388,13.22354723,8.36E-06,4.37E-04,3.997631635
AATK,9625,0.066236681,2.881807381,7.107207311,3.24E-04,0.003764516,-0.147966921
LEFTY1,10637,0.066223574,3.0297846,3.997945101,0.006559049,0.019521559,-3.529108539
ABCA5,23461,0.066146733,3.074284643,15.25414814,3.51E-06,2.20E-04,4.97416587
RYBP,23429,0.066101633,3.392017164,8.835742099,9.27E-05,0.002018741,1.273295135
MIR149,406941,0.065983785,2.987888748,6.547425068,5.13E-04,0.004701271,-0.66858219
SRGAP1,57522,0.06597109,3.142289319,11.00839733,2.52E-05,9.24E-04,2.749428757
COL5A1,1289,0.065955357,2.804517023,4.803059096,0.002674137,0.011079414,-2.529606092
LRRFIP1,9208,0.0659386,2.951362017,3.457339472,0.012654463,0.030463845,-4.252245826
KIAA1958,158405,0.065844228,2.926693288,8.211351866,1.42E-04,0.002532982,0.789287203
GPR3,2827,0.065776662,3.032061656,6.129246296,7.38E-04,0.005640564,-1.080029999
SGPP2,130367,0.065754359,3.462102703,10.64709393,3.08E-05,0.001039992,2.523534999
STX1B,112755,0.065691425,2.787828288,3.631891656,0.01018519,0.026136082,-4.014412841
GADD45G,10912,0.06564716,3.246914245,10.79814039,2.83E-05,0.001005122,2.618826743
ABLIM2,84448,0.065439538,2.790568619,4.50904544,0.003670407,0.013541926,-2.883684211
PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1,105369154///101059953///101059938///100288332///642799///642778///339044///9284,0.06527164,3.157206751,5.675481113,0.00111907,0.006919797,-1.550132271
KRTAP10-4,386672,0.065255004,3.101194689,3.358579301,0.014337443,0.03331796,-4.388523446
LIMS2,55679,0.065033808,2.922496169,7.150147702,3.13E-04,0.003717295,-0.109373565
NTN3,4917,0.065030153,2.94056589,4.906404529,0.002399347,0.010380296,-2.408094543
SNORA80B,100302743,0.064959655,2.985854527,4.241262957,0.004951094,0.016376505,-3.217098277
INSIG1,3638,0.064772792,3.5500548,12.37787455,1.25E-05,5.70E-04,3.546612421
ALX3,257,0.064739254,2.961158775,4.515309947,0.003645255,0.01347278,-2.87600946
MIR187,406963,0.064731752,2.879680266,6.152147429,7.23E-04,0.005593816,-1.056970862
TTC23,64927,0.06462439,2.974862368,11.39547843,2.05E-05,8.08E-04,2.983874246
MIR320A,407037,0.064600072,2.946360533,6.110558493,7.50E-04,0.005694041,-1.09889307
KIFC2,90990,0.064590425,3.001129339,4.57701519,0.003407567,0.012906381,-2.8007181
SEPT5-GP1BB,100526833,0.064560282,2.990771401,4.879897783,0.002466666,0.010533167,-2.439115949
LRRC55,219527,0.064554893,2.869228976,3.87491597,0.007587247,0.021558963,-3.690118778
EIF4E,1977,0.064502824,3.015637833,4.261433343,0.004838934,0.016123066,-3.191619868
EMP2,2013,0.064440999,2.928332089,4.296955569,0.004648234,0.015733997,-3.14689397
SPHK1,8877,0.064395859,3.332179488,13.02540532,9.16E-06,4.65E-04,3.894526343
ZNF610,162963,0.064380531,2.933173593,5.887418114,9.19E-04,0.006281236,-1.327390567
STARD8,9754,0.064308253,3.299020391,10.729981,2.94E-05,0.00102169,2.575980749
H1FX,8971,0.064211207,3.147405314,7.828722276,1.87E-04,0.002928392,0.476962707
OVOL1,5017,0.064210616,3.242284415,11.69629731,1.75E-05,7.47E-04,3.160944768
IRF7,3665,0.064198472,3.149307191,6.041972006,7.98E-04,0.005844848,-1.16848185
MAFB,9935,0.064061464,3.317649493,13.67507732,6.82E-06,3.70E-04,4.227046606
FGF8,2253,0.064041018,2.818378035,6.583754361,4.98E-04,0.004625878,-0.633774899
SLC22A23,63027,0.064039081,2.851873819,7.979242251,1.68E-04,0.002796624,0.601323684
NGB,58157,0.064008502,2.911989087,6.717403367,4.45E-04,0.00441221,-0.506971318
APCDD1,147495,0.064005286,2.805036696,5.952446277,8.66E-04,0.006084488,-1.260173209
CD55,1604,0.063906383,3.384907015,15.09625993,3.74E-06,2.32E-04,4.903035077
ZNF488,118738,0.063878821,2.769076215,2.987874599,0.023204296,0.047203126,-4.909826326
FITM1,161247,0.063816368,2.884727125,4.54049583,0.003546065,0.013254776,-2.845211401
APLN,8862,0.063691212,2.858918793,4.952691791,0.002286694,0.010086461,-2.354161862
PLK3,1263,0.063543693,3.418902803,13.10012544,8.85E-06,4.54E-04,3.93358648
SRMS,6725,0.063521399,2.852462894,6.949700893,3.68E-04,0.003994176,-0.29112718
HES4,57801,0.063505926,3.151977051,9.031387479,8.15E-05,0.001901517,1.418848255
WDR59,79726,0.063227891,3.001369953,8.590515651,1.09E-04,0.002194811,1.086831348
NKX2-1-AS1,100506237,0.063129161,2.87669033,4.017308216,0.006411779,0.019275859,-3.503965083
SOX12,6666,0.063053651,2.933685654,5.114366406,0.001937514,0.009231029,-2.168141799
SASH1,23328,0.063028806,3.155379044,11.18613076,2.29E-05,8.70E-04,2.858023017
RAI2,10742,0.062950627,2.812024464,5.382295271,0.001483438,0.008027372,-1.867798611
RBBP6,5930,0.062927139,3.332340319,15.70922905,2.93E-06,1.91E-04,5.175094281
RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,26871///26870///26869///26864///26863///6060,0.062780962,3.595771866,6.352985514,6.06E-04,0.005124373,-0.857389958
RNU1-1///RNU1-2///RNU1-3///RNVU1-7///RNVU1-18///RNU1-4,26871///26870///26869///26864///26863///6060,0.062780962,3.595771866,6.352985514,6.06E-04,0.005124373,-0.857389958
SEPT5-GP1BB,100526833,0.062632507,3.218819378,4.012835238,0.00644547,0.019345629,-3.509768556
HIP1,3092,0.062616002,2.884387779,10.89344062,2.69E-05,9.63E-04,2.678314015
MYO10,4651,0.06253505,2.84747191,12.1475087,1.40E-05,6.16E-04,3.418585827
KRTAP5-11,440051,0.062441178,2.884158514,6.209902736,6.87E-04,0.005446587,-0.999093258
FEM1C,56929,0.062325759,3.353152321,11.56890009,1.87E-05,7.57E-04,3.086487668
EHD1,10938,0.062300901,3.389709968,12.62202388,1.11E-05,5.30E-04,3.679818163
PER1,5187,0.062287252,3.00476181,7.599372999,2.22E-04,0.003153787,0.283599853
ARMC5,79798,0.062277287,2.908937959,7.094608612,3.27E-04,0.003784457,-0.159325333
